State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Utah,Clear,2011-03-13,2,Urban-Minor Arterial,65,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,13,7
Virginia,Clear,2011-02-04,1,Urban-Other Principal Arterial,39,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,4,5
Virginia,Clear,2011-02-04,1,Urban-Other Principal Arterial,87,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,4,5
Washington,Clear,2011-03-08,1,Rural-Major Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,3,8,2
Washington,Clear,2011-03-08,1,Rural-Major Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,8,2
West Virginia,Clear,2011-03-26,1,Rural-Major Collector,36,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,26,6
Wisconsin,Clear,2011-02-28,1,Urban-Other Principal Arterial,43,0.0,Pedestrian,Unknown,White,Female,Fatal Injury (K),2011,2,28,1
Wisconsin,Clear,2011-02-28,1,Urban-Other Principal Arterial,52,0.22,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,2,28,1
Wyoming,Rain,2011-07-11,1,Rural-Principal Arterial-Other,5,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,7,11,1
Wyoming,Rain,2011-07-11,1,Rural-Principal Arterial-Other,8,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,7,11,1
Wyoming,Rain,2011-07-11,1,Rural-Principal Arterial-Other,43,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,7,11,1
Wyoming,Rain,2011-07-11,1,Rural-Principal Arterial-Other,45,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,7,11,1
Wyoming,Rain,2011-07-11,1,Rural-Principal Arterial-Other,70,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,7,11,1
Alabama,Clear,2011-02-10,1,Urban-Minor Arterial,41,,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,2,10,4
Alaska,Rain,2011-10-01,1,Urban-Other Principal Arterial,22,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,10,1,6
Arkansas,Clear,2011-02-14,1,Rural-Minor Arterial,37,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,14,1
Delaware,Clear,2011-07-01,1,Rural-Principal Arterial-Other,28,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,1,5
Hawaii,Clear,2011-07-24,1,Rural-Minor Arterial,22,0.08,Driver of a Motor Vehicle In-Transport,Not Reported,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),2011,7,24,7
Illinois,Other,2011-02-02,1,Urban-Collector,44,0.03,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,2,3
Indiana,Clear,2011-02-03,1,Rural-Local Road or Street,38,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,3,4
Indiana,Clear,2011-02-03,1,Rural-Local Road or Street,47,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,3,4
Indiana,Clear,2011-02-03,1,Rural-Local Road or Street,47,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,3,4
Indiana,Clear,2011-02-03,1,Rural-Local Road or Street,60,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,3,4
Indiana,Clear,2011-02-03,1,Rural-Local Road or Street,,,Passenger of a Motor Vehicle In-Transport,No,,Not Reported,No Injury (O),2011,2,3,4
Iowa,Cloudy,2011-03-18,1,Rural-Principal Arterial-Other,38,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,18,5
Kansas,Clear,2011-02-25,1,Urban-Minor Arterial,20,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,25,5
Kansas,Clear,2011-02-25,1,Urban-Minor Arterial,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,25,5
Kentucky,Snow,2011-02-09,1,Rural-Principal Arterial-Other,59,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,9,3
Louisiana,Clear,2011-02-19,1,Urban-Principal Arterial-Interstate,22,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,19,6
Michigan,Snow,2011-02-01,1,Urban-Principal Arterial-Other Freeways or Expressways,73,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,1,2
Minnesota,Clear,2011-03-26,1,Urban-Principal Arterial-Other Freeways or Expressways,0,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,26,6
Minnesota,Clear,2011-03-26,1,Urban-Principal Arterial-Other Freeways or Expressways,60,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,3,26,6
Minnesota,Clear,2011-03-26,1,Urban-Principal Arterial-Other Freeways or Expressways,86,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,26,6
Minnesota,Clear,2011-03-26,1,Urban-Principal Arterial-Other Freeways or Expressways,89,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,26,6
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,1,Rural-Principal Arterial-Interstate,35,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,3,4
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,1,Rural-Principal Arterial-Interstate,75,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,3,4
Missouri,Cloudy,2011-01-19,1,Rural-Minor Arterial,5,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,19,3
Missouri,Cloudy,2011-01-19,1,Rural-Minor Arterial,12,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,19,3
Missouri,Cloudy,2011-01-19,1,Rural-Minor Arterial,14,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,19,3
Missouri,Cloudy,2011-01-19,1,Rural-Minor Arterial,24,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,19,3
Missouri,Cloudy,2011-01-19,1,Rural-Minor Arterial,53,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,19,3
Montana,Cloudy,2011-06-13,1,Rural-Unknown Rural,12,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,6,13,1
Montana,Cloudy,2011-06-13,1,Rural-Unknown Rural,16,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,6,13,1
Montana,Cloudy,2011-06-13,1,Rural-Unknown Rural,17,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,6,13,1
Montana,Cloudy,2011-06-13,1,Rural-Unknown Rural,18,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,6,13,1
Montana,Cloudy,2011-06-13,1,Rural-Unknown Rural,20,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,13,1
Nevada,Cloudy,2011-04-12,1,Rural-Unknown Rural,64,0.3,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,12,2
New Hampshire,Rain,2011-08-15,1,Rural-Principal Arterial-Other,18,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,8,15,1
New Mexico,Clear,2011-04-03,1,Rural-Principal Arterial-Interstate,50,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,4,3,7
New Mexico,Clear,2011-04-03,1,Rural-Principal Arterial-Interstate,50,0.3,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,4,3,7
New York,Snow,2011-01-28,2,Rural-Local Road or Street,22,,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,28,5
North Carolina,Clear,2011-01-11,1,Rural-Major Collector,32,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2
North Dakota,Clear,2011-07-26,1,Rural-Major Collector,1,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,7,26,2
North Dakota,Clear,2011-07-26,1,Rural-Major Collector,9,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,7,26,2
North Dakota,Clear,2011-07-26,1,Rural-Major Collector,23,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,26,2
Ohio,Clear,2011-01-04,1,Rural-Local Road or Street,47,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2
Oklahoma,Clear,2011-01-28,1,Rural-Local Road or Street,79,0.0,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,1,28,5
Oregon,Rain,2011-03-12,1,Urban-Local Road or Street,30,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,12,6
Pennsylvania,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-05,1,Rural-Minor Arterial,50,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,5,6
Rhode Island,Clear,2011-10-21,2,Urban-Other Principal Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,10,21,5
South Carolina,Clear,2011-02-09,1,Rural-Major Collector,41,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3
South Carolina,Clear,2011-02-09,1,Rural-Major Collector,87,0.01,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,2,9,3
South Dakota,Clear,2011-07-08,1,Rural-Minor Arterial,49,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,7,8,5
Tennessee,Clear,2011-02-08,1,Rural-Principal Arterial-Other,59,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,8,2
Texas,Cloudy,2011-01-09,1,Urban-Principal Arterial-Interstate,22,0.31,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2011,1,9,7
Texas,Cloudy,2011-01-09,1,Urban-Principal Arterial-Interstate,30,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,9,7
Utah,Clear,2011-03-30,1,Rural-Principal Arterial-Other,56,0.02,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,30,3
Virginia,Clear,2011-02-12,1,Urban-Other Principal Arterial,29,0.25,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,2,12,6
Washington,Cloudy,2011-03-09,1,Rural-Principal Arterial-Other,57,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,9,3
Alaska,Cloudy,2011-10-04,1,Urban-Collector,,,Driver of a Motor Vehicle In-Transport,Unknown,,Unknown,Unknown,2011,10,4,2
Arizona,Clear,2011-02-05,1,Rural-Major Collector,59,0.0,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,2,5,6
Arkansas,Clear,2011-02-14,1,Rural-Minor Arterial,50,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,14,1
California,Clear,2011-01-08,1,Urban-Other Principal Arterial,76,0.0,Pedestrian,Not Reported,\N,Male,Fatal Injury (K),2011,1,8,6
Colorado,Clear,2011-03-19,1,Rural-Principal Arterial-Interstate,26,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,3,19,6
Connecticut,Clear,2011-06-30,1,Urban-Principal Arterial-Interstate,58,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,30,4
Delaware,Clear,2011-07-15,1,Rural-Major Collector,26,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,7,15,5
Delaware,Clear,2011-07-15,1,Rural-Major Collector,66,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,7,15,5
Florida,Cloudy,2011-02-06,1,Urban-Other Principal Arterial,54,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,6,7
Florida,Cloudy,2011-02-06,1,Urban-Other Principal Arterial,57,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,6,7
Georgia,Clear,2011-01-21,1,Rural-Major Collector,26,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,21,5
Hawaii,Clear,2011-07-24,1,Rural-Minor Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,24,7
Hawaii,Clear,2011-07-24,1,Rural-Minor Arterial,44,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,7,24,7
Indiana,Clear,2011-02-07,1,Rural-Major Collector,40,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Female,Non-incapacitating Evident Injury (B),2011,2,7,1
Kansas,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-26,1,Rural-Local Road or Street,50,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,26,6
Kentucky,Snow,2011-02-07,1,Rural-Principal Arterial-Other,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,7,1
Kentucky,Snow,2011-02-07,1,Rural-Principal Arterial-Other,77,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,7,1
Maine,"Fog, Smog, Smoke",2011-07-21,1,Rural-Local Road or Street,45,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,21,4
Maryland,Clear,2011-02-26,1,Rural-Minor Collector,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,26,6
Massachusetts,Cloudy,2011-04-20,1,Urban-Other Principal Arterial,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,4,20,3
Massachusetts,Cloudy,2011-04-20,1,Urban-Other Principal Arterial,71,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,4,20,3
Massachusetts,Cloudy,2011-04-20,1,Urban-Other Principal Arterial,78,,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,4,20,3
Michigan,Snow,2011-02-01,1,Urban-Other Principal Arterial,29,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Non-incapacitating Evident Injury (B),2011,2,1,2
Michigan,Snow,2011-02-01,1,Urban-Other Principal Arterial,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,1,2
Minnesota,Snow,2011-03-23,1,Urban-Other Principal Arterial,22,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,23,3
Missouri,Clear,2011-02-16,1,Rural-Major Collector,24,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,16,3
Missouri,Clear,2011-02-16,1,Rural-Major Collector,63,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,16,3
Montana,Clear,2011-06-30,1,Rural-Principal Arterial-Interstate,74,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,6,30,4
Nebraska,Rain,2011-05-19,1,Urban-Other Principal Arterial,29,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,19,4
Nevada,Clear,2011-04-12,1,Rural-Principal Arterial-Other,28,0.0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,4,12,2
New Hampshire,"Fog, Smog, Smoke",2011-08-21,1,Rural-Principal Arterial-Interstate,21,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,8,21,7
New Jersey,Clear,2011-03-18,1,Urban-Local Road or Street,67,,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,3,18,5
New Jersey,Clear,2011-03-18,1,Urban-Local Road or Street,73,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,18,5
New Mexico,Clear,2011-04-03,1,Rural-Principal Arterial-Interstate,75,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,4,3,7
North Carolina,Cloudy,2011-01-21,1,Rural-Major Collector,56,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,21,5
North Dakota,Clear,2011-07-27,1,Rural-Principal Arterial-Other,18,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,7,27,3
North Dakota,Clear,2011-07-27,1,Rural-Principal Arterial-Other,19,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,7,27,3
Oregon,Snow,2011-03-16,1,Rural-Principal Arterial-Other,27,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Male,No Injury (O),2011,3,16,3
Oregon,Snow,2011-03-16,1,Rural-Principal Arterial-Other,34,0.14,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,3,16,3
Oregon,Snow,2011-03-16,1,Rural-Principal Arterial-Other,47,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,3,16,3
Pennsylvania,Clear,2011-01-16,4,Rural-Minor Collector,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,16,7
South Carolina,Clear,2011-02-10,2,Rural-Major Collector,36,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,10,4
Tennessee,Clear,2011-02-09,2,Rural-Principal Arterial-Interstate,27,0.0,Passenger of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,9,3
Texas,Clear,2011-01-10,1,Rural-Local Road or Street,19,0.3,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,10,1
Utah,Clear,2011-04-28,1,Rural-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,4,28,4
Utah,Clear,2011-04-28,1,Rural-Minor Arterial,44,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,4,28,4
Utah,Clear,2011-04-28,1,Rural-Minor Arterial,57,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,28,4
Washington,Clear,2011-02-03,1,Urban-Minor Arterial,41,0.14,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,2,3,4
Washington,Clear,2011-02-03,1,Urban-Minor Arterial,52,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Female,No Injury (O),2011,2,3,4
West Virginia,Clear,2011-03-26,1,Rural-Minor Collector,47,0.19,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,3,26,6
Wisconsin,Clear,2011-02-19,1,Rural-Principal Arterial-Other,23,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,19,6
Wisconsin,Clear,2011-02-19,1,Rural-Principal Arterial-Other,26,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,19,6
Wyoming,Clear,2011-07-15,1,Rural-Principal Arterial-Other,62,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,7,15,5
Wyoming,Clear,2011-07-15,1,Rural-Principal Arterial-Other,78,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,7,15,5
Alaska,Clear,2011-10-18,1,Rural-Minor Collector,39,,Pedestrian,No,White,Female,Fatal Injury (K),2011,10,18,2
Alaska,Clear,2011-10-18,1,Rural-Minor Collector,43,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,10,18,2
Arizona,Clear,2011-02-05,1,Urban-Minor Arterial,23,0.16,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,5,6
Arkansas,Clear,2011-02-15,1,Rural-Local Road or Street,39,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,2,15,2
Colorado,Clear,2011-03-15,1,Urban-Collector,6,,Pedestrian,No,White,Female,Fatal Injury (K),2011,3,15,2
Colorado,Clear,2011-03-15,1,Urban-Collector,24,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,3,15,2
Connecticut,Clear,2011-07-02,1,Urban-Minor Arterial,66,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,7,2,6
Connecticut,Clear,2011-07-02,1,Urban-Minor Arterial,75,0.0,Pedestrian,No,White,Female,Fatal Injury (K),2011,7,2,6
Delaware,Cloudy,2011-07-17,1,Urban-Principal Arterial-Other Freeways or Expressways,29,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,17,7
Florida,Rain,2011-02-07,1,Rural-Minor Arterial,23,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,7,1
Hawaii,Clear,2011-07-27,1,Rural-Principal Arterial-Other,25,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),2011,7,27,3
Indiana,Cloudy,2011-02-03,2,Urban-Principal Arterial-Interstate,30,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,3,4
Indiana,Cloudy,2011-02-03,2,Urban-Principal Arterial-Interstate,37,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,3,4
Indiana,Cloudy,2011-02-03,2,Urban-Principal Arterial-Interstate,47,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,3,4
Iowa,Rain,2011-03-20,1,Rural-Major Collector,45,0.25,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,20,7
Kansas,"Fog, Smog, Smoke",2011-02-26,1,Rural-Minor Arterial,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,26,6
Kentucky,Clear,2011-02-10,1,Rural-Local Road or Street,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,10,4
Louisiana,Cloudy,2011-02-23,1,Rural-Minor Collector,62,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,23,3
Maine,Rain,2011-08-04,1,Rural-Minor Arterial,91,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,8,4,4
Massachusetts,Cloudy,2011-05-12,1,Rural-Principal Arterial-Other,74,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,5,12,4
Massachusetts,Cloudy,2011-05-12,1,Rural-Principal Arterial-Other,83,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,5,12,4
Michigan,Snow,2011-02-03,3,Rural-Principal Arterial-Other,30,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,3,4
Michigan,Snow,2011-02-03,3,Rural-Principal Arterial-Other,52,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,3,4
Mississippi,Clear,2011-02-05,1,Urban-Local Road or Street,37,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,5,6
Missouri,Cloudy,2011-02-19,1,Rural-Principal Arterial-Other,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,19,6
Missouri,Cloudy,2011-02-19,1,Rural-Principal Arterial-Other,26,0.27,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,19,6
Montana,Rain,2011-07-01,1,Rural-Principal Arterial-Interstate,72,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,7,1,5
Nebraska,Clear,2011-05-20,1,Rural-Principal Arterial-Other,60,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,20,5
Nevada,Cloudy,2011-04-15,1,Rural-Local Road or Street,27,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,4,15,5
New Hampshire,Cloudy,2011-08-27,1,Rural-Principal Arterial-Other,55,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,8,27,6
New Jersey,Clear,2011-02-07,1,Urban-Principal Arterial-Other Freeways or Expressways,24,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,7,1
New Jersey,Clear,2011-02-07,1,Urban-Principal Arterial-Other Freeways or Expressways,32,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,7,1
New Mexico,Clear,2011-04-04,1,Rural-Principal Arterial-Other,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,4,4,1
New York,Clear,2011-02-05,1,Rural-Principal Arterial-Other,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,5,6
North Carolina,Clear,2011-01-21,1,Rural-Local Road or Street,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,21,5
North Dakota,Rain,2011-07-28,1,Rural-Principal Arterial-Other,14,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,7,28,4
Ohio,Cloudy,2011-01-07,1,Rural-Local Road or Street,46,0.13,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,7,5
Oregon,Rain,2011-03-16,1,Urban-Other Principal Arterial,36,0.15,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,16,3
Oregon,Rain,2011-03-16,1,Urban-Other Principal Arterial,47,0.3,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,3,16,3
Rhode Island,Clear,2011-11-06,1,Urban-Principal Arterial-Interstate,37,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,11,6,7
South Dakota,Clear,2011-09-03,1,Urban-Minor Arterial,17,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,9,3,6
